"ENROLLMENT ID","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT"
O20020827000002,4005 WESTMARK DR,STE 320,DUBUQUE,IA,520022271,OTHER HOSPITAL PRACTICE LOCATION,
O20020904000011,1895 WALT WHITMAN RD,,MELVILLE,NY,11747,OPT EXTENSION SITE,
O20020904000011,2100 MIDDLE COUNTRY RD,,CENTEREACH,NY,11720,OPT EXTENSION SITE,
O20020904000011,240 MIDDLE COUNTRY RD,,SMITHTOWN,NY,11787,OPT EXTENSION SITE,
O20020904000011,3 TECHNOLOGY DR,,EAST SETAUKET,NY,117334064,OPT EXTENSION SITE,
O20020904000011,3279 VETERANS MEMORIAL HWY,,RONKONKOMA,NY,117797673,OPT EXTENSION SITE,
O20020904000011,500 COMMACK RD,,COMMACK,NY,117255020,OPT EXTENSION SITE,
O20020904000011,501A W MONTAUK HWY,,WEST BABYLON,NY,117048308,OPT EXTENSION SITE,
O20020904000011,77 ROUTE 112,,PATCHOGUE,NY,11772,OPT EXTENSION SITE,
O20020912000021,12 E APPLEBY RD,STE 101,FAYETTEVILLE,AR,727033928,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT GENETRIC CLINIC
O20020912000021,"3 E APPLEBY ROAD, SUITE 104",,FAYETTEVILLE,AR,72703,OTHER HOSPITAL PRACTICE LOCATION,
O20020912000021,"3017 BOB YOUNKIN DRIVE, SUITE 102",,FAYETTEVILLE,AR,727033927,OTHER HOSPITAL PRACTICE LOCATION,
O20020912000021,813 FOUNDERS PARK DRIVE E,,SPRINGDALE,AR,727626314,OTHER HOSPITAL PRACTICE LOCATION,
O20020920000016,2841 AVENUE G,STE 200,WHITE CITY,OR,975033030,OTHER HOSPITAL PRACTICE LOCATION,
O20020920000016,2868 CREEKSIDE CIR,,MEDFORD,OR,975048442,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT COUMADIN LAB
O20020920000016,2911 SISKIYOU BLVD,,MEDFORD,OR,975048179,OTHER HOSPITAL PRACTICE LOCATION,
O20020920000016,3011 E BARNETT RD,,MEDFORD,OR,975048301,OTHER HOSPITAL PRACTICE LOCATION,
O20020920000016,520 MEDICAL CENTER DR,STE 100,MEDFORD,OR,975044334,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT CARDIAC STUDIES
O20020920000016,520 MEDICAL CENTER DR,STE 150,MEDFORD,OR,975044312,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT CARDIOVASCULAR LAB
O20020920000016,555 BLACK OAK DR,STE 100,MEDFORD,OR,975048491,OTHER HOSPITAL PRACTICE LOCATION,ON CAMPUS
O20020920000016,555 BLACK OAK DR,STE 110,MEDFORD,OR,975048491,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT LAB
O20020920000016,555 BLACK OAK DR,STE 230,MEDFORD,OR,975048491,OTHER HOSPITAL PRACTICE LOCATION,
O20020920000016,555 BLACK OAK DR,STE 310,MEDFORD,OR,975048491,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT - PREOP CLINIC
O20020920000016,555 BLACK OAK DR,STE 400,MEDFORD,OR,975048491,OTHER HOSPITAL PRACTICE LOCATION,ON CAMPUS OF THE MAIN PROVIDER
O20020920000016,691 MURPHY RD,STE 105,MEDFORD,OR,975044311,OTHER HOSPITAL PRACTICE LOCATION,
O20020920000016,692 MURPHY RD,,MEDFORD,OR,975048310,OTHER HOSPITAL PRACTICE LOCATION,
O20020920000016,781 BLACK OAK DR,STE 101,MEDFORD,OR,975049501,OTHER HOSPITAL PRACTICE LOCATION,
O20020921000005,198 VILLAGE CENTER BLVD,,MYRTLE BEACH,SC,295796618,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPARTMENT
O20020921000005,2200 CROW LN,,MYRTLE BEACH,SC,295771663,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL LAB DRAW STATION
O20020921000005,4017 HIGHWAY 17,,MURRELLS INLET,SC,295765032,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPARTMENT
O20020921000005,4040 HIGHWAY 17,UNIT 102,MURRELLS INLET,SC,295765098,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPARTMENT
O20020921000005,4040 HIGHWAY 17,UNIT 103,MURRELLS INLET,SC,295765098,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPARTMENT
O20020921000005,4040 HIGHWAY 17,UNIT 203,MURRELLS INLET,SC,295765098,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT
O20020921000005,4040 HIGHWAY 17,UNIT 206,MURRELLS INLET,SC,295765098,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPARTMENT
O20020921000005,4181 HIGHWAY 17,,MURRELLS INLET,SC,295765019,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPARTMENT
O20021002000017,2095 W VISTA WAY,STE 101 AND SUITE 111,VISTA,CA,920836028,OPT EXTENSION SITE,
O20021002000017,2124 S EL CAMINO REAL,STE 100,OCEANSIDE,CA,920546211,OPT EXTENSION SITE,
O20021002000017,3925 WARING RD,STE C,OCEANSIDE,CA,920564459,OPT EXTENSION SITE,
O20021002000017,510 W VISTA WAY,,VISTA,CA,920835704,OPT EXTENSION SITE,
O20021002000017,6250 EL CAMINO REAL,,CARLSBAD,CA,920091603,OPT EXTENSION SITE,
O20021002000017,6260 EL CAMINO REAL,,CARLSBAD,CA,920091603,OPT EXTENSION SITE,
O20021003000011,1400 29TH ST S,,GREAT FALLS,MT,594055353,OTHER HOSPITAL PRACTICE LOCATION,
O20021003000011,1509 29TH ST S,,GREAT FALLS,MT,594055363,OTHER HOSPITAL PRACTICE LOCATION,
O20021003000011,1600 DIVISION RD,,GREAT FALLS,MT,594041921,OTHER HOSPITAL PRACTICE LOCATION,
O20021003000011,3000 15TH AVE S,,GREAT FALLS,MT,594055240,OTHER HOSPITAL PRACTICE LOCATION,
O20021007000032,512 VICTORIA LN 5,,HARLINGEN,TX,785503227,OTHER HOSPITAL PRACTICE LOCATION,
O20021007000032,5505S EXPRESSWAY 77 100,,HARLINGEN,TX,785503223,,HOSPITAL OUTPATIENT DEPARTMENT
O20021009000006,101 RIDGE ST,,GLENS FALLS,NY,128013624,OTHER HOSPITAL PRACTICE LOCATION,GROUP PRACTICE OFFICE/CLINIC
O20021009000006,102 PARK ST,,GLENS FALLS,NY,128014403,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,1134 STATE ROUTE 29,FL 1,GREENWICH,NY,128346107,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,1299 ROUTE 9,,GANSEVOORT,NY,128311560,OPT EXTENSION SITE,
O20021009000006,13 PALMER AVE,,CORINTH,NY,128221145,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,135 NORTH RD,,WILTON,NY,128311308,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,14 HUDSON AVE,,GLENS FALLS,NY,128014448,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,16 PEARL ST,,GLENS FALLS,NY,128013636,OTHER HOSPITAL PRACTICE LOCATION,EXTENSION SITE
O20021009000006,2 BROAD ST,,GLENS FALLS,NY,128014327,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,2 COUNTRY CLUB RD,,QUEENSBURY,NY,128041702,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,211 CHURCH ST,,SARATOGA SPRINGS,NY,128661003,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL BASED CLINIC
O20021009000006,213 MAIN ST,,SALEM,NY,128653107,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,22 WILLOWBROOK RD,,QUEENSBURY,NY,128045876,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,3 CARE LN,STE 300,SARATOGA SPRINGS,NY,128668636,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL BASED CLINIC
O20021009000006,3 COUNTRY CLUB RD,,QUEENSBURY,NY,128044413,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,325 MAIN ST,,HUDSON FALLS,NY,128391512,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,35 GILBERT ST,,CAMBRIDGE,NY,128162618,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,4 IRONGATE CTR,58 ELM ST,GLENS FALLS,NY,128013471,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,6 HEARTS WAY,,QUEENSBURY,NY,128045925,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,6 MEDICAL PARK DR,,MALTA,NY,120205051,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL BASED CLINIC
O20021009000006,65 POULTNEY ST,,WHITEHALL,NY,128871543,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,79 NORTH ST,,GRANVILLE,NY,128321137,OTHER HOSPITAL PRACTICE LOCATION,
O20021009000006,90 SOUTH ST,,GLENS FALLS,NY,128014353,OPT EXTENSION SITE,
O20021011000002,3237 S 16TH ST FL 5,,MILWAUKEE,WI,532154526,OTHER HOSPITAL PRACTICE LOCATION,SATELLITE
O20021015000013,115 MALL DR,,HANFORD,CA,932305786,OTHER HOSPITAL PRACTICE LOCATION,REMOTE LOCATION
O20021015000013,1190 OLIVEWOOD DR,STE A,MERCED,CA,953481256,OTHER HOSPITAL PRACTICE LOCATION,OFF-CAMPUS
O20021015000013,1303 E HERNDON AVE,,FRESNO,CA,937203309,OTHER HOSPITAL PRACTICE LOCATION,REMOTE LOCATION
O20021015000013,333 MERCY AVE,,MERCED,CA,953408319,OTHER HOSPITAL PRACTICE LOCATION,REMOTE LOCATION
O20021015000013,41169 GOODWIN WAY,,MADERA,CA,936368766,OTHER HOSPITAL PRACTICE LOCATION,ON-CAMPUS
O20021015000013,9325 VALLEY CHILDRENS PL,,MADERA,CA,936368780,OTHER HOSPITAL PRACTICE LOCATION,ON-CAMPUS
O20021018000014,3410 WORTH ST,STE 250 SAMMONS CANCER CENTER,DALLAS,TX,752462073,OTHER HOSPITAL PRACTICE LOCATION,
O20021018000014,3410 WORTH ST,STE 850 SAMMONS CANCER CENTER,DALLAS,TX,752462064,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL DEPT
O20021018000014,"3410 WORTH ST, STE 200",SAMMONS CANCER CENTER,DALLAS,TX,752462008,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20021018000014,3600 GASTON AVE,STE 210 BARNETT TOWER,DALLAS,TX,752461822,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL DEPT
O20021018000014,3600 GASTON AVE,STE 260 WADLEY TOWER,DALLAS,TX,752461801,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL DEPT
O20021018000014,3600 GASTON AVE,STE 360 WADLEY TOWER,DALLAS,TX,752461903,OTHER HOSPITAL PRACTICE LOCATION,PAIN MANAGEMENT
O20021018000014,3900 JUNIUS ST,STE 200,DALLAS,TX,752461629,OTHER HOSPITAL PRACTICE LOCATION,
O20021018000014,9101 N CENTRAL EXPY,STE 200,DALLAS,TX,752315945,OTHER HOSPITAL PRACTICE LOCATION,
O20021018000014,9101 N CENTRAL EXPY,STE 230,DALLAS,TX,752316079,OTHER HOSPITAL PRACTICE LOCATION,
O20021018000014,9101 N CENTRAL EXPY,STE 400,DALLAS,TX,752316009,OTHER HOSPITAL PRACTICE LOCATION,
O20021021000020,107 E. CHESTNUT STREET,CHESTNUT COMMONS PT,ROME,NY,134402844,OPT EXTENSION SITE,
O20021021000020,107 E. CHESTNUT STREET,ROME MEMORIAL - MEDICAL IMAGING,ROME,NY,134402844,OTHER HOSPITAL PRACTICE LOCATION,RADIOLOGY
O20021021000020,13407 STATE ROUTE 12,BOONVILLE FAMILY CARE,BOONVILLE,NY,133092844,OTHER HOSPITAL PRACTICE LOCATION,PRIME CARE CLINIC
O20021021000020,155 W. DOMINICK STREET,PRIME CARE CLINIC,ROME,NY,134402844,OTHER HOSPITAL PRACTICE LOCATION,PRIME CARE CLINIC
O20021021000020,1617N JAMES ST,,ROME,NY,134402852,OTHER HOSPITAL PRACTICE LOCATION,SLEEP CLINIC
O20021021000020,1801 BLACK RIVER RD,ROME MEMORIAL - MEDICAL IMAGING,ROME,NY,134402844,OTHER HOSPITAL PRACTICE LOCATION,RADIOLOGY
O20021021000020,1819 BLACK RIVER N BLVD,DELTA MEDICAL,ROME,NY,134402451,OTHER HOSPITAL PRACTICE LOCATION,
O20021021000020,267 HILL RD,RMH REGIONAL CENTER FOR WOUND CARE,ROME,NY,134414203,OTHER HOSPITAL PRACTICE LOCATION,
O20021021000020,5 MASONIC AVE,CAMDEN FAMILY CARE,CAMDEN,NY,133161234,OTHER HOSPITAL PRACTICE LOCATION,
O20021022000016,1600 W COLLEGE ST,STE 435,GRAPEVINE,TX,760513587,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20021022000016,1600 W COLLEGE ST,STE 680,GRAPEVINE,TX,760513581,OTHER HOSPITAL PRACTICE LOCATION,
O20021022000016,1615 LANCASTER DR,STE 150,GRAPEVINE,TX,760512111,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL OUTPATIENT DEPT
O20021022000016,1631 LANCASTER DR,STE 130,GRAPEVINE,TX,760513586,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20021022000020,2001 N MACARTHUR BLVD,STE 120,IRVING,TX,750612250,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20021022000020,2001 N MACARTHUR BLVD,STE 140,IRVING,TX,750612250,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20021022000020,2001 N MACARTHUR BLVD,STE 250,IRVING,TX,750612284,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20021022000020,2001 N MACARTHUR BLVD,STE 320,IRVING,TX,750612253,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20021022000020,2001 N MACARTHUR BLVD,STE 360,IRVING,TX,750612256,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20021022000020,400 W INTERSTATE HWY 635,STE 130,IRVING,TX,750633700,OTHER HOSPITAL PRACTICE LOCATION,OUTPT SERVICES
O20021022000020,440 W INTERSTATE HWY 635,STE 120A,IRVING,TX,750633766,OTHER HOSPITAL PRACTICE LOCATION,OUTPT SERVICES
O20021022000020,440 W INTERSTATE HWY 635,STE 205,IRVING,TX,750633772,OTHER HOSPITAL PRACTICE LOCATION,OUTPT SERVICES
O20021023000005,1250 8TH AVE,STE 545,FORT WORTH,TX,761044160,OTHER HOSPITAL PRACTICE LOCATION,
O20021023000005,1420 8TH AVE,STE 101,FORT WORTH,TX,761044138,OTHER HOSPITAL PRACTICE LOCATION,HOPD
O20021023000005,1420 8TH AVE STE 103,AND LUNG DISEASE CENTER - FORT WORTH,FORT WORTH,TX,761044138,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT DEPARTMENT
O20021025000024,1003 21ST ST,,MILFORD,IA,513517414,OTHER HOSPITAL PRACTICE LOCATION,
O20021025000024,2301 HWY 71 SOUTH SUITE C,,SPIRIT LAKE,IA,513601158,OTHER HOSPITAL PRACTICE LOCATION,
O20021025000024,2309 23RD ST,,SPIRIT LAKE,IA,513600001,OTHER HOSPITAL PRACTICE LOCATION,
O20021025000024,2408 ZENITH AVE,STE E,SPIRIT LAKE,IA,513601068,OTHER HOSPITAL PRACTICE LOCATION,PROVIDER BASED CLINIC
O20021025000024,2700 23RD ST,,SPIRIT LAKE,IA,513601158,OTHER HOSPITAL PRACTICE LOCATION,
O20021028000028,105 S STATE ST STE 113,,ABERDEEN,SD,574014502,OTHER HOSPITAL PRACTICE LOCATION,AMG ABERDEEN FAMILY PHYSICIANS
O20021028000028,105 S STATE ST STE 201,,ABERDEEN,SD,574014502,OTHER HOSPITAL PRACTICE LOCATION,AMG INTERNAL MEDICINE
O20021028000028,105 S STATE ST STE 204,,ABERDEEN,SD,574014501,OTHER HOSPITAL PRACTICE LOCATION,AMG PEDIATRICS ABERDEEN
O20021028000028,201 S LLOYD ST STE E201,,ABERDEEN,SD,574014509,OTHER HOSPITAL PRACTICE LOCATION,AMG PSYCHIATRY ABERDEEN
O20021028000028,310 S PENNSYLVANIA ST STE 201,,ABERDEEN,SD,574014553,OTHER HOSPITAL PRACTICE LOCATION,AMG ABERDEEN SURGICAL ASSOCIATES
O20021028000028,310 S PENNSYLVANIA ST STE 202,,ABERDEEN,SD,574014553,OTHER HOSPITAL PRACTICE LOCATION,AMG CARDIOVASCULAR SPCLSTS ABERDEEN
O20021028000028,310 S PENNSYLVANIA ST STE 203,,ABERDEEN,SD,574014553,OTHER HOSPITAL PRACTICE LOCATION,AMG PULM;AMG UROL;AMG NEPH
O20021028000028,310 S PENNSYLVANIA ST STE 204,,ABERDEEN,SD,574014553,OTHER HOSPITAL PRACTICE LOCATION,AMG OB/GYN ABERDEEN
O20021028000028,620 3RD AVE SE,,ABERDEEN,SD,574014554,OTHER HOSPITAL PRACTICE LOCATION,AVERA BREAST CENTER/ADDICTION SVCS
O20021028000028,701 8TH AVE NW STE B,,ABERDEEN,SD,574011865,OTHER HOSPITAL PRACTICE LOCATION,AVERA THERAPY ABERDEEN
O20021028000028,701 8TH AVE NW STE C,,ABERDEEN,SD,574011865,OTHER HOSPITAL PRACTICE LOCATION,DAKOTA PLAINS SURGICAL CENTER/AMG PAIN MNG
O20021028000028,701 8TH NW AVE A,,ABERDEEN,SD,574011865,OTHER HOSPITAL PRACTICE LOCATION,AMG OSS/AMG PODIATRY
O20021028000028,8 E US HIGHWAY 12,,GROTON,SD,574452176,OTHER HOSPITAL PRACTICE LOCATION,AMG GROTON
O20021028000028,805 1ST AVE SE,,ABERDEEN,SD,574014611,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT PHYSICAL & OCCUPATIONAL THERAPY SERVICES HOSPITAL
O20021028000028,820 1ST AVE SE STE 100,,ABERDEEN,SD,574014604,OTHER HOSPITAL PRACTICE LOCATION,AMG ENT ABERDEEN
O20021030000000,101S WASHINGTON ST,,CASTALIA,OH,448249262,OTHER HOSPITAL PRACTICE LOCATION,OP PHYSICAL THERAPY
O20021030000000,1200 PROSPECT ST,STE 101,SANDUSKY,OH,448703366,OTHER HOSPITAL PRACTICE LOCATION,
O20021030000000,1221 HAYES AVE,STE B,SANDUSKY,OH,448703345,OTHER HOSPITAL PRACTICE LOCATION,MEDICAL ARTS BLDG
O20021030000000,1221 HAYES AVE,STE F,SANDUSKY,OH,448703345,OTHER HOSPITAL PRACTICE LOCATION,DIABETES CARE CENTER
